trip_id,driver_id,city_id,pickup_area,dropoff_area,pickup_time,dropoff_time,distance_km,base_fare,surge_multiplier,final_fare,payment_method,trip_status,passenger_rating
205,41,1,Bus Stand,City Mall,2024-08-07 08:08:00,2024-08-07 11:23:00,35.64,623.99,1.0,623.99,Wallet,Completed,5
206,46,5,Airport,IT Park,2024-05-29 09:17:00,2024-05-29 13:49:00,42.93,648.9,1.0,648.9,Card,Completed,4
207,45,5,IT Park,Hotel,2024-03-08 09:45:00,2024-03-08 11:00:00,15.51,201.33,1.0,201.33,Wallet,Completed,5
208,29,6,College,College,2024-02-08 17:56:00,2024-02-08 21:23:00,34.95,497.09,1.0,497.09,Wallet,Cancelled,
209,38,4,Bus Stand,Hotel,2024-01-02 20:54:00,2024-01-03 00:08:00,33.37,562.2,1.0,562.2,Card,Completed,3
210,28,6,Hospital,Airport,2024-04-18 14:20:00,2024-04-18 17:47:00,37.53,514.24,1.0,514.24,Cash,Completed,4
211,7,2,City Mall,IT Park,2024-11-16 18:29:00,2024-11-16 18:44:00,2.21,40.74,1.98,80.67,Card,Completed,5
212,18,3,Suburb,Hotel,2024-02-17 17:16:00,2024-02-17 17:34:00,5.09,83.05,1.0,83.05,Cash,Completed,5
213,46,5,Railway Station,Hotel,2024-02-18 00:30:00,2024-02-18 00:54:00,4.89,77.01,1.0,77.01,Card,Completed,4
214,31,8,City Mall,City Mall,2024-02-06 08:05:00,2024-02-06 10:17:00,33.29,393.47,2.62,1030.89,Cash,Cancelled,
215,34,2,Market,College,2024-10-15 00:41:00,2024-10-15 01:17:00,8.64,119.31,1.0,119.31,Card,Completed,4
216,6,6,Railway Station,Suburb,2024-02-21 07:07:00,2024-02-21 09:11:00,27.15,382.06,1.0,382.06,Card,Completed,4
217,39,5,Market,Bus Stand,2024-11-03 18:18:00,2024-11-03 21:43:00,35.39,584.78,1.0,584.78,Card,Completed,5
218,48,2,Bus Stand,Airport,2024-07-19 09:03:00,2024-07-19 11:37:00,35.6,617.67,1.88,1161.22,Wallet,Completed,3
219,21,1,Railway Station,Airport,2024-03-08 12:53:00,2024-03-08 15:27:00,26.22,365.07,1.0,365.07,Card,Cancelled,
220,5,3,Hotel,Hotel,2024-01-08 09:02:00,2024-01-08 12:09:00,41.63,773.88,1.0,773.88,Cash,Completed,4
221,41,1,Bus Stand,Hospital,2024-10-01 15:09:00,2024-10-01 16:20:00,13.57,182.91,1.0,182.91,Wallet,Completed,3
222,38,4,Airport,Suburb,2024-11-20 18:41:00,2024-11-20 21:49:00,31.13,358.9,1.0,358.9,Cash,Cancelled,
223,28,6,City Mall,Airport,2024-02-29 13:38:00,2024-02-29 14:00:00,3.89,63.52,1.0,63.52,Card,Completed,3
224,32,8,Railway Station,Airport,2024-06-26 15:50:00,2024-06-26 18:49:00,37.28,487.4,1.0,487.4,Wallet,Completed,4
225,28,6,City Mall,Hospital,2024-05-19 15:16:00,2024-05-19 17:50:00,32.49,507.27,1.98,1004.39,Card,Completed,5
226,17,3,Suburb,Airport,2024-02-22 20:43:00,2024-02-22 22:43:00,32.94,422.53,1.0,422.53,Wallet,Cancelled,
227,24,8,Hotel,Suburb,2024-07-15 21:11:00,2024-07-16 00:59:00,42.01,750.29,1.0,750.29,Wallet,Cancelled,
228,16,5,City Mall,Suburb,2024-08-01 21:20:00,2024-08-01 22:23:00,13.3,154.59,1.0,154.59,Card,Completed,3
229,3,1,Airport,Hospital,2024-07-24 06:29:00,2024-07-24 09:28:00,39.17,673.26,1.0,673.26,Card,Completed,4
230,19,8,Suburb,Bus Stand,2024-10-15 18:47:00,2024-10-15 21:16:00,28.59,420.6,1.0,420.6,Card,Cancelled,
231,10,8,Hospital,Airport,2024-01-04 21:01:00,2024-01-04 22:15:00,11.64,160.3,1.0,160.3,Wallet,Cancelled,
232,48,2,Railway Station,Airport,2024-06-06 07:33:00,2024-06-06 12:38:00,44.27,635.65,1.0,635.65,Card,Completed,4
233,34,2,Railway Station,Market,2024-07-30 17:23:00,2024-07-30 19:15:00,21.44,364.12,1.0,364.12,Card,Completed,4
234,4,5,College,IT Park,2024-08-10 17:08:00,2024-08-10 18:18:00,11.8,154.44,2.5,386.1,Card,Completed,4
235,5,3,College,IT Park,2024-04-13 07:49:00,2024-04-13 10:01:00,26.93,329.71,2.0,659.42,Wallet,Completed,3
236,17,3,Hospital,City Mall,2024-03-02 07:51:00,2024-03-02 09:45:00,31.34,551.93,1.0,551.93,Cash,Cancelled,
237,46,5,Airport,Hotel,2024-05-07 22:25:00,2024-05-08 00:10:00,23.84,391.39,1.0,391.39,Wallet,No-show,
238,36,2,Hotel,Hospital,2024-10-08 09:29:00,2024-10-08 10:05:00,5.93,102.89,1.39,143.02,Cash,Completed,3
239,38,4,Railway Station,Airport,2024-10-27 09:52:00,2024-10-27 10:22:00,4.76,90.33,2.27,205.05,Wallet,Completed,4
240,4,5,Hospital,Suburb,2024-03-27 21:27:00,2024-03-27 23:41:00,37.24,527.32,1.0,527.32,Card,Completed,3
241,18,3,Bus Stand,College,2024-05-23 13:09:00,2024-05-23 13:22:00,3.01,48.02,1.0,48.02,Cash,Completed,4
242,6,6,Airport,Hotel,2024-05-23 12:26:00,2024-05-23 13:20:00,10.18,184.03,1.0,184.03,Wallet,Completed,5
243,31,8,Airport,IT Park,2024-10-05 18:22:00,2024-10-05 21:12:00,41.2,618.79,1.0,618.79,Cash,Completed,3
244,31,8,Airport,Suburb,2024-09-28 11:37:00,2024-09-28 14:56:00,44.98,845.26,2.29,1935.65,Card,Cancelled,
245,25,2,Hospital,Market,2024-06-30 21:54:00,2024-06-30 22:37:00,9.06,116.81,2.41,281.51,Card,Completed,5
246,10,8,Airport,Railway Station,2024-10-15 21:53:00,2024-10-16 01:45:00,44.48,803.0,1.0,803.0,Cash,Completed,4
247,15,8,Hospital,Airport,2024-11-04 08:33:00,2024-11-04 10:53:00,22.29,304.34,1.0,304.34,Cash,Completed,3
248,10,8,Hotel,Market,2024-10-27 17:09:00,2024-10-27 21:10:00,35.18,625.21,1.0,625.21,Cash,Completed,5
249,22,2,City Mall,Bus Stand,2024-06-03 10:10:00,2024-06-03 13:21:00,33.36,483.55,1.0,483.55,Card,Completed,4
250,23,3,Market,Hotel,2024-04-24 17:52:00,2024-04-24 18:28:00,9.13,122.84,1.0,122.84,Card,Completed,5
251,3,1,City Mall,Hospital,2024-04-03 16:58:00,2024-04-03 20:28:00,36.68,582.88,1.0,582.88,Cash,Completed,4
252,16,5,Hospital,College,2024-06-26 23:10:00,2024-06-27 02:15:00,29.17,545.61,1.0,545.61,Cash,Completed,5
253,17,3,City Mall,Hotel,2024-04-17 09:04:00,2024-04-17 10:05:00,16.75,289.71,1.0,289.71,Wallet,Completed,4
254,25,2,Suburb,City Mall,2024-06-28 15:06:00,2024-06-28 18:33:00,37.55,649.98,1.0,649.98,Wallet,Cancelled,
255,5,3,Hospital,Market,2024-01-18 09:20:00,2024-01-18 10:12:00,12.86,152.23,2.63,400.36,Card,Completed,3
256,31,8,Suburb,Hotel,2024-12-26 03:41:00,2024-12-26 04:16:00,8.68,157.26,1.0,157.26,Card,Completed,3
257,47,2,Hospital,Airport,2024-10-03 09:18:00,2024-10-03 10:36:00,14.44,169.92,1.0,169.92,Wallet,Completed,3
258,6,6,IT Park,Hotel,2024-05-30 19:40:00,2024-05-30 21:44:00,27.61,347.81,1.56,542.58,Wallet,Completed,3
259,32,8,College,College,2024-12-04 09:41:00,2024-12-04 11:41:00,25.17,314.1,1.0,314.1,Wallet,Completed,4
260,15,8,Hotel,Market,2024-05-17 16:09:00,2024-05-17 18:19:00,34.22,559.15,1.0,559.15,Card,Completed,5
261,36,2,College,IT Park,2024-02-01 19:52:00,2024-02-01 22:36:00,24.23,453.71,1.0,453.71,Cash,Completed,3
262,26,3,City Mall,City Mall,2024-01-18 15:57:00,2024-01-18 18:43:00,23.98,373.41,1.0,373.41,Card,Completed,4
263,13,4,IT Park,Hospital,2024-03-05 04:05:00,2024-03-05 09:16:00,44.49,644.36,1.0,644.36,Cash,Completed,5
264,6,6,Market,Market,2024-07-17 16:35:00,2024-07-17 17:55:00,15.69,207.26,1.0,207.26,Card,Cancelled,
265,27,7,Market,Railway Station,2024-02-27 12:09:00,2024-02-27 15:08:00,26.15,409.55,1.0,409.55,Wallet,Completed,3
266,35,4,Market,Market,2024-06-25 20:16:00,2024-06-25 21:21:00,18.16,270.31,1.0,270.31,Wallet,Completed,3
267,3,1,IT Park,IT Park,2024-07-21 20:21:00,2024-07-21 22:41:00,31.54,359.38,1.0,359.38,Wallet,Completed,4
268,32,8,Hotel,Market,2024-12-22 17:55:00,2024-12-22 19:05:00,11.42,153.07,1.0,153.07,Cash,Completed,5
269,13,4,Railway Station,IT Park,2024-08-14 08:52:00,2024-08-14 10:24:00,19.21,285.76,1.0,285.76,Card,Completed,3
270,26,3,Airport,Hospital,2024-03-10 18:33:00,2024-03-10 22:48:00,39.75,446.46,2.55,1138.47,Card,Completed,4
271,18,3,City Mall,College,2024-07-07 19:32:00,2024-07-07 20:53:00,18.77,345.08,1.0,345.08,Card,Completed,4
272,36,2,Airport,City Mall,2024-06-28 11:53:00,2024-06-28 15:51:00,40.41,686.63,1.0,686.63,Card,Completed,4
273,50,5,Airport,College,2024-04-19 19:41:00,2024-04-19 20:40:00,11.29,142.86,1.0,142.86,Card,Cancelled,
274,42,3,IT Park,Hotel,2024-03-29 16:00:00,2024-03-29 17:16:00,11.23,178.18,1.0,178.18,Wallet,Completed,5
275,23,3,Hospital,Bus Stand,2024-08-23 09:29:00,2024-08-23 10:50:00,14.64,222.02,1.0,222.02,Card,Completed,5
276,39,5,IT Park,IT Park,2024-05-24 10:06:00,2024-05-24 11:46:00,22.46,307.48,1.0,307.48,Card,Completed,4
277,10,8,Airport,College,2024-09-21 18:57:00,2024-09-21 19:16:00,3.97,70.9,1.0,70.9,Wallet,Completed,3
278,17,3,Suburb,Bus Stand,2024-08-02 12:47:00,2024-08-02 13:03:00,3.04,50.66,1.0,50.66,Wallet,Completed,5
279,43,2,City Mall,IT Park,2024-07-02 15:54:00,2024-07-02 16:42:00,8.89,144.56,1.0,144.56,Card,Completed,4
280,49,5,Hotel,Hospital,2024-04-03 21:57:00,2024-04-03 23:13:00,16.1,188.6,1.0,188.6,Wallet,Completed,4
281,17,3,Suburb,Bus Stand,2024-10-26 09:54:00,2024-10-26 10:30:00,6.62,75.66,1.0,75.66,Cash,Completed,4
282,44,1,City Mall,Hospital,2024-07-14 15:26:00,2024-07-14 15:44:00,3.85,68.66,1.6,109.86,Card,Completed,4
283,50,5,Market,City Mall,2024-02-11 14:40:00,2024-02-11 17:48:00,44.42,599.99,1.98,1187.98,Wallet,Cancelled,
284,49,5,Hospital,Airport,2024-02-15 07:27:00,2024-02-15 09:47:00,29.06,413.44,1.0,413.44,Wallet,Completed,3
285,49,5,Market,IT Park,2024-09-28 08:43:00,2024-09-28 08:50:00,1.68,28.34,2.62,74.25,Card,Completed,5
286,5,3,City Mall,Hospital,2024-01-24 10:18:00,2024-01-24 12:11:00,21.33,323.41,1.0,323.41,Wallet,Completed,5
287,23,3,Bus Stand,City Mall,2024-04-06 08:58:00,2024-04-06 11:42:00,41.44,589.57,2.39,1409.07,Cash,Completed,5
288,24,8,Railway Station,Airport,2024-12-30 17:02:00,2024-12-30 18:43:00,17.82,287.3,1.0,287.3,Cash,Completed,3
289,45,5,Airport,IT Park,2024-02-29 12:24:00,2024-02-29 13:04:00,6.88,89.59,1.0,89.59,Wallet,Completed,5
290,43,2,Railway Station,IT Park,2024-02-21 17:17:00,2024-02-21 20:26:00,28.59,474.76,1.0,474.76,Cash,Completed,5
291,7,2,Airport,Bus Stand,2024-09-11 08:12:00,2024-09-11 10:59:00,35.34,623.82,1.0,623.82,Wallet,Completed,3
292,14,7,College,City Mall,2024-12-18 21:21:00,2024-12-18 22:05:00,11.7,129.89,1.0,129.89,Cash,Completed,5
293,50,5,IT Park,IT Park,2024-09-18 06:46:00,2024-09-18 07:11:00,5.91,77.11,1.0,77.11,Wallet,No-show,
294,4,5,Airport,Airport,2024-02-21 19:55:00,2024-02-21 20:09:00,3.22,42.91,1.0,42.91,Card,Completed,3
295,43,2,Hotel,Hotel,2024-11-27 08:22:00,2024-11-27 11:36:00,40.41,753.27,2.4,1807.85,Wallet,Completed,3
296,18,3,City Mall,Railway Station,2024-07-16 17:30:00,2024-07-16 19:51:00,36.3,587.73,1.0,587.73,Wallet,Completed,3
297,38,4,City Mall,College,2024-09-04 19:43:00,2024-09-04 21:38:00,20.56,326.71,1.0,326.71,Wallet,Cancelled,
298,8,6,Market,Market,2024-07-29 13:04:00,2024-07-29 14:20:00,12.88,174.06,1.0,174.06,Card,Completed,5
299,43,2,Hotel,City Mall,2024-06-22 15:44:00,2024-06-22 18:03:00,31.98,376.15,1.0,376.15,Card,Completed,5
300,40,8,Hospital,Suburb,2024-01-28 01:59:00,2024-01-28 02:53:00,8.33,148.2,1.0,148.2,Wallet,Completed,4
301,18,3,College,Railway Station,2024-01-26 15:35:00,2024-01-26 17:42:00,29.48,419.39,1.0,419.39,Wallet,Completed,5
302,29,6,Market,Market,2024-06-10 07:31:00,2024-06-10 09:33:00,33.92,377.94,1.0,377.94,Wallet,Completed,3
303,33,7,Hospital,Bus Stand,2024-10-14 08:42:00,2024-10-14 10:57:00,21.35,293.07,1.0,293.07,Card,Cancelled,
304,39,5,IT Park,Bus Stand,2024-08-30 18:23:00,2024-08-30 20:42:00,32.64,388.81,1.0,388.81,Card,Completed,5
305,24,8,Suburb,Suburb,2024-12-25 07:57:00,2024-12-25 08:49:00,8.64,104.75,1.0,104.75,Cash,Completed,5
306,26,3,Market,Railway Station,2024-04-20 13:50:00,2024-04-20 14:25:00,9.79,134.16,1.0,134.16,Wallet,Completed,5
307,30,1,Market,College,2024-12-03 16:32:00,2024-12-03 17:11:00,7.36,110.33,1.0,110.33,Card,Completed,4
308,50,5,Bus Stand,Hotel,2024-03-31 17:11:00,2024-03-31 20:17:00,33.28,400.26,1.0,400.26,Wallet,Cancelled,
309,39,5,Bus Stand,IT Park,2024-12-20 18:17:00,2024-12-20 19:31:00,18.81,258.5,2.51,648.83,Card,Completed,5
310,21,1,City Mall,City Mall,2024-12-30 18:35:00,2024-12-30 20:46:00,29.02,365.86,1.0,365.86,Card,Completed,5
311,35,4,Bus Stand,IT Park,2024-12-21 17:45:00,2024-12-21 18:20:00,6.52,90.09,1.0,90.09,Wallet,Completed,4
312,1,2,City Mall,Airport,2024-09-24 07:24:00,2024-09-24 07:55:00,7.82,127.95,2.43,310.92,Wallet,Completed,4
313,14,7,Bus Stand,Hotel,2024-10-04 03:52:00,2024-10-04 05:56:00,21.19,337.53,1.0,337.53,Card,Completed,3
314,33,7,Airport,Airport,2024-12-22 09:42:00,2024-12-22 10:04:00,3.54,49.75,1.0,49.75,Wallet,Completed,5
315,13,4,Bus Stand,Market,2024-11-13 20:55:00,2024-11-14 00:49:00,39.35,694.13,1.0,694.13,Card,Completed,5
316,50,5,Hotel,IT Park,2024-04-09 09:11:00,2024-04-09 13:39:00,44.28,513.46,1.0,513.46,Card,Completed,3
317,17,3,Market,Airport,2024-03-07 08:54:00,2024-03-07 09:44:00,12.59,171.78,1.0,171.78,Card,Completed,4
318,43,2,Bus Stand,Railway Station,2024-06-03 14:36:00,2024-06-03 17:07:00,25.43,294.56,1.0,294.56,Card,Completed,3
319,11,5,IT Park,Suburb,2024-07-31 15:25:00,2024-07-31 15:48:00,5.5,70.23,1.0,70.23,Card,Completed,4
320,34,2,Suburb,Airport,2024-08-31 23:52:00,2024-09-01 02:20:00,34.22,554.17,1.82,1008.59,Wallet,Completed,5
321,25,2,Bus Stand,Bus Stand,2024-02-28 12:34:00,2024-02-28 15:29:00,32.99,369.41,1.0,369.41,Wallet,Cancelled,
322,32,8,Bus Stand,Bus Stand,2024-01-23 09:41:00,2024-01-23 10:21:00,9.87,149.15,1.0,149.15,Cash,No-show,
323,41,1,Hotel,Railway Station,2024-02-03 08:40:00,2024-02-03 10:55:00,35.15,629.87,1.0,629.87,Card,Completed,5
324,2,2,IT Park,Hotel,2024-08-23 18:02:00,2024-08-23 18:30:00,5.31,60.72,1.0,60.72,Wallet,Completed,3
325,29,6,Railway Station,Market,2024-11-18 12:20:00,2024-11-18 12:31:00,2.23,36.54,1.0,36.54,Cash,Completed,5
326,45,5,Hotel,Hotel,2024-02-07 11:32:00,2024-02-07 11:59:00,6.12,105.85,1.0,105.85,Cash,Completed,4
327,31,8,City Mall,IT Park,2024-03-21 15:08:00,2024-03-21 18:47:00,33.98,590.37,1.0,590.37,Wallet,Completed,5
328,1,2,IT Park,Suburb,2024-10-10 20:09:00,2024-10-10 20:45:00,6.86,75.74,1.0,75.74,Wallet,Cancelled,
329,14,7,Airport,Bus Stand,2024-07-30 20:54:00,2024-07-30 22:33:00,23.8,292.45,2.55,745.75,Wallet,Completed,5
330,42,3,Hospital,City Mall,2024-10-08 06:42:00,2024-10-08 07:08:00,4.43,52.21,1.0,52.21,Card,Completed,4
331,7,2,Hospital,Hospital,2024-05-25 17:57:00,2024-05-25 18:55:00,9.92,147.68,2.29,338.19,Wallet,Completed,5
332,11,5,City Mall,Hospital,2024-01-03 10:50:00,2024-01-03 11:45:00,11.14,188.47,1.0,188.47,Wallet,Cancelled,
333,30,1,City Mall,Bus Stand,2024-08-16 11:19:00,2024-08-16 13:29:00,22.68,269.23,1.0,269.23,Card,Completed,4
334,17,3,Suburb,Airport,2024-11-16 06:04:00,2024-11-16 10:19:00,40.31,717.38,1.0,717.38,Card,Completed,5
335,17,3,IT Park,City Mall,2024-10-05 20:34:00,2024-10-05 22:08:00,22.04,379.12,1.0,379.12,Wallet,Cancelled,
336,33,7,Bus Stand,City Mall,2024-09-18 07:23:00,2024-09-18 09:50:00,23.34,380.48,1.0,380.48,Wallet,Completed,3
337,11,5,Airport,Suburb,2024-04-01 16:36:00,2024-04-01 19:39:00,30.18,565.63,1.0,565.63,Wallet,Completed,4
338,15,8,Airport,Airport,2024-02-02 09:14:00,2024-02-02 09:30:00,3.36,42.52,1.0,42.52,Wallet,Completed,4
339,7,2,Hotel,Hotel,2024-12-26 22:40:00,2024-12-27 01:26:00,37.59,664.55,1.0,664.55,Wallet,Completed,3
340,38,4,College,College,2024-11-30 20:04:00,2024-11-30 22:11:00,23.97,335.83,1.0,335.83,Card,Completed,4
341,1,2,Market,Railway Station,2024-09-13 20:28:00,2024-09-13 21:04:00,8.7,101.07,1.0,101.07,Card,Completed,4
342,27,7,Airport,City Mall,2024-06-18 18:30:00,2024-06-18 21:27:00,30.87,457.87,1.0,457.87,Card,Completed,3
343,38,4,Market,Market,2024-03-23 07:32:00,2024-03-23 07:45:00,3.2,49.85,1.69,84.25,Cash,No-show,
344,47,2,Market,City Mall,2024-12-04 19:05:00,2024-12-04 20:01:00,10.92,173.11,1.0,173.11,Card,Completed,4
345,50,5,City Mall,Railway Station,2024-04-03 17:32:00,2024-04-03 18:44:00,13.01,218.48,1.98,432.59,Cash,Completed,4
346,13,4,Market,Airport,2024-09-24 19:32:00,2024-09-24 21:40:00,31.27,550.73,1.0,550.73,Card,Cancelled,
347,33,7,Hotel,Bus Stand,2024-03-01 07:42:00,2024-03-01 08:29:00,7.17,113.49,1.0,113.49,Wallet,Cancelled,
348,24,8,Market,Railway Station,2024-01-23 17:27:00,2024-01-23 18:22:00,11.48,199.96,1.0,199.96,Wallet,Completed,5
349,9,5,Suburb,Airport,2024-05-10 14:14:00,2024-05-10 18:03:00,41.09,479.54,1.0,479.54,Cash,Completed,4
350,37,1,Market,IT Park,2024-09-24 07:00:00,2024-09-24 08:27:00,17.81,225.18,1.0,225.18,Wallet,Completed,4
351,35,4,College,City Mall,2024-08-04 16:39:00,2024-08-04 17:45:00,13.49,221.84,1.0,221.84,Wallet,Cancelled,
352,36,2,Railway Station,Suburb,2024-10-11 14:19:00,2024-10-11 16:29:00,26.63,457.86,1.0,457.86,Wallet,Completed,5
353,45,5,Hotel,Airport,2024-03-23 07:32:00,2024-03-23 09:24:00,18.92,259.35,1.0,259.35,Cash,Completed,3
354,10,8,Hotel,Hotel,2024-08-29 21:27:00,2024-08-29 21:52:00,5.33,69.85,1.0,69.85,Card,Completed,5
355,42,3,Bus Stand,IT Park,2024-09-23 09:38:00,2024-09-23 09:52:00,4.0,68.76,2.04,140.27,Card,Cancelled,
356,3,1,Hotel,Hospital,2024-11-02 15:44:00,2024-11-02 16:24:00,11.58,143.08,1.66,237.51,Wallet,Completed,4
357,26,3,Hospital,Hospital,2024-10-27 08:00:00,2024-10-27 11:34:00,33.56,387.58,1.73,670.51,Wallet,Cancelled,
358,15,8,Bus Stand,Railway Station,2024-11-06 22:29:00,2024-11-07 01:34:00,41.94,654.23,1.0,654.23,Card,Completed,3
359,19,8,Hotel,Market,2024-06-23 21:51:00,2024-06-24 00:20:00,23.83,311.26,1.0,311.26,Wallet,Completed,4
360,50,5,Hotel,Suburb,2024-05-04 18:49:00,2024-05-04 20:06:00,21.46,315.16,1.0,315.16,Card,Completed,3
361,21,1,Hospital,Railway Station,2024-07-30 22:33:00,2024-07-31 00:22:00,24.8,411.84,1.0,411.84,Card,Completed,4
362,12,4,College,Suburb,2024-08-31 10:13:00,2024-08-31 14:10:00,40.4,531.37,1.0,531.37,Card,Cancelled,
363,48,2,Railway Station,Railway Station,2024-05-03 20:13:00,2024-05-03 21:07:00,11.47,202.78,1.0,202.78,Wallet,Cancelled,
364,40,8,Market,IT Park,2024-01-04 18:34:00,2024-01-04 21:52:00,43.17,767.74,1.0,767.74,Wallet,Cancelled,
365,12,4,Airport,Bus Stand,2024-09-18 09:14:00,2024-09-18 12:04:00,34.13,410.45,1.0,410.45,Wallet,Cancelled,
366,26,3,Hotel,Market,2024-12-17 18:29:00,2024-12-17 22:49:00,43.98,729.45,1.0,729.45,Cash,Completed,3
367,21,1,Hospital,Hospital,2024-07-04 16:16:00,2024-07-04 16:58:00,9.64,126.31,1.0,126.31,Card,No-show,
368,32,8,Suburb,Railway Station,2024-08-05 08:44:00,2024-08-05 11:37:00,34.22,476.36,1.0,476.36,Wallet,Completed,5
369,16,5,City Mall,Hotel,2024-10-11 13:24:00,2024-10-11 14:25:00,10.03,174.53,1.0,174.53,Wallet,Completed,3
370,9,5,Airport,Hotel,2024-11-18 15:46:00,2024-11-18 16:52:00,15.23,226.82,1.0,226.82,Cash,Cancelled,
371,45,5,IT Park,Hospital,2024-03-24 06:52:00,2024-03-24 07:47:00,12.56,222.46,2.42,538.35,Cash,Completed,5
372,27,7,Hospital,Hospital,2024-03-03 11:43:00,2024-03-03 15:53:00,43.4,546.48,1.0,546.48,Card,Completed,4
373,32,8,Hotel,Market,2024-08-16 20:24:00,2024-08-16 23:28:00,28.19,414.68,1.0,414.68,Card,Completed,4
374,26,3,Hotel,IT Park,2024-02-06 06:21:00,2024-02-06 07:12:00,11.43,154.71,1.0,154.71,Wallet,Completed,5
375,50,5,Railway Station,Suburb,2024-07-04 18:33:00,2024-07-04 22:56:00,43.5,622.57,1.33,828.02,Card,Completed,5
376,26,3,Market,City Mall,2024-02-22 07:59:00,2024-02-22 12:04:00,39.72,611.19,1.9,1161.26,Cash,Completed,4
377,42,3,Airport,Airport,2024-07-18 10:15:00,2024-07-18 12:27:00,33.59,488.58,1.0,488.58,Wallet,Completed,3
378,21,1,Market,Market,2024-08-31 14:55:00,2024-08-31 17:47:00,25.02,329.75,1.0,329.75,Wallet,Completed,3
379,41,1,College,IT Park,2024-11-21 20:27:00,2024-11-21 22:37:00,24.27,391.14,1.82,711.87,Wallet,Cancelled,
380,27,7,College,College,2024-05-13 08:00:00,2024-05-13 08:07:00,1.5,26.28,1.0,26.28,Wallet,Completed,3
381,1,2,Suburb,City Mall,2024-08-08 18:38:00,2024-08-08 19:35:00,11.56,127.83,1.0,127.83,Wallet,Completed,4
382,25,2,IT Park,Bus Stand,2024-04-22 09:27:00,2024-04-22 12:09:00,28.7,434.31,1.0,434.31,Wallet,Completed,4
383,27,7,Suburb,Hospital,2024-04-06 19:11:00,2024-04-06 19:48:00,7.44,88.41,1.0,88.41,Cash,Completed,4
384,10,8,Airport,Suburb,2024-01-26 22:01:00,2024-01-26 22:43:00,9.59,113.34,1.0,113.34,Cash,Completed,5
385,10,8,Airport,Hospital,2024-01-08 14:21:00,2024-01-08 16:04:00,19.78,341.91,1.0,341.91,Cash,Completed,5
386,49,5,IT Park,Hotel,2024-03-15 05:49:00,2024-03-15 07:05:00,18.57,284.97,1.0,284.97,Cash,Cancelled,
387,8,6,Bus Stand,Suburb,2024-05-07 12:28:00,2024-05-07 13:19:00,12.25,232.21,1.0,232.21,Wallet,Completed,3
388,25,2,IT Park,Suburb,2024-12-14 22:59:00,2024-12-15 00:21:00,15.55,249.32,2.71,675.66,Wallet,Completed,5
389,4,5,Airport,Airport,2024-12-07 08:07:00,2024-12-07 09:12:00,11.76,170.21,2.49,423.82,Card,Completed,3
390,45,5,Airport,Airport,2024-08-31 17:09:00,2024-08-31 18:49:00,17.66,206.9,1.44,297.94,Wallet,Cancelled,
391,42,3,Suburb,Airport,2024-03-19 17:50:00,2024-03-19 18:25:00,6.17,91.95,2.14,196.77,Wallet,Completed,4
392,23,3,Hospital,College,2024-03-09 09:02:00,2024-03-09 10:36:00,22.61,327.85,2.35,770.45,Wallet,Completed,4
393,39,5,City Mall,Airport,2024-10-10 08:33:00,2024-10-10 09:01:00,8.24,110.13,1.85,203.74,Card,Completed,4
394,24,8,City Mall,Market,2024-11-13 08:46:00,2024-11-13 09:03:00,4.26,79.82,1.0,79.82,Wallet,Completed,5
395,21,1,College,Suburb,2024-07-28 17:07:00,2024-07-28 17:30:00,5.69,92.58,2.71,250.89,Cash,Completed,3
396,3,1,Railway Station,Airport,2024-10-19 17:24:00,2024-10-19 19:36:00,30.12,458.02,1.0,458.02,Card,Completed,5
397,42,3,Airport,Market,2024-09-08 21:53:00,2024-09-08 22:26:00,4.98,86.69,2.14,185.52,Wallet,Completed,4
398,34,2,Hotel,Suburb,2024-01-21 18:53:00,2024-01-21 19:49:00,14.72,273.16,1.0,273.16,Card,Completed,5
399,34,2,Market,Hospital,2024-12-02 09:40:00,2024-12-02 14:01:00,42.72,660.77,1.0,660.77,Wallet,Cancelled,
400,45,5,Bus Stand,Market,2024-12-06 13:06:00,2024-12-06 13:48:00,8.76,109.0,1.0,109.0,Wallet,Completed,3
401,23,3,Hospital,Market,2024-06-10 16:20:00,2024-06-10 19:58:00,38.25,546.93,1.0,546.93,Card,Cancelled,
402,37,1,Airport,Airport,2024-10-06 08:49:00,2024-10-06 10:58:00,25.44,431.38,1.0,431.38,Wallet,No-show,
403,39,5,Airport,IT Park,2024-01-09 15:56:00,2024-01-09 16:58:00,14.63,196.08,1.0,196.08,Card,Cancelled,
404,33,7,Market,Suburb,2024-10-11 16:36:00,2024-10-11 17:15:00,8.23,93.01,1.0,93.01,Card,Completed,4
405,17,3,Market,Railway Station,2024-06-02 07:25:00,2024-06-02 09:41:00,26.25,334.41,1.79,598.59,Card,Completed,5
406,42,3,Hotel,Railway Station,2024-06-02 03:51:00,2024-06-02 05:56:00,26.57,308.95,2.46,760.02,Card,Cancelled,
407,48,2,Market,City Mall,2024-11-30 19:59:00,2024-11-30 20:08:00,2.0,34.44,1.0,34.44,Wallet,Completed,5
408,33,7,Suburb,Hotel,2024-12-23 08:03:00,2024-12-23 11:11:00,30.8,584.55,1.0,584.55,Wallet,Completed,3
409,26,3,City Mall,City Mall,2024-03-16 07:05:00,2024-03-16 08:43:00,22.2,376.57,1.0,376.57,Wallet,Completed,4
